RowNames	LILT_GF06_16	LILT_GF12_16	LILT_GF15_16	LILT_GF16_T017	LILT_GF17_16	LILT_GF18_T016	LILT_VF00TL_16	LILT_VF02_T016	LILT_VF04_16	LILT_VF06_16	LILT_VF07_16	LILT_VF10_T016	LILT_VF100_T016	LILT_VF102_T017	LILT_VF107_16	LILT_VF114_T017	LILT_VF120_16	LILT_VF140_T016	LILT_VF145_T017	LILT_VF154_T017	LILT_VF166_T017	LILT_VF170_T016	LILT_VF171_T016	LILT_VF172_T017	LILT_VF174_T017	LILT_VF176_T017	LILT_VF18_T016	LILT_VF189_T016	LILT_VF192_T017	LILT_VF197_T017	LILT_VF206_T016	LILT_VF207_T017	LILT_VF208_T017	LILT_VF212_T016	LILT_VF214_T016	LILT_VF216_T017	LILT_VF217_T017	LILT_VF232_T017	LILT_VF234_T017	LILT_VF251_T017	LILT_VF255_T016	LILT_VF259_T016	LILT_VF261_T016	LILT_VF262_T016	LILT_VF263_T016	LILT_VF264_T017	LILT_VF265_T016	LILT_VF270_T017	LILT_VF273_T017	LILT_VF279_T016	LILT_VF28_T016	LILT_VF281_T017	LILT_VF29_16	LILT_VF30_16	LILT_VF300_T016	LILT_VF301_T016	LILT_VF31_16	LILT_VF32_T016	LILT_VF35_16	LILT_VF37_16	LILT_VF38_16	LILT_VF40_16	LILT_VF43_16	LILT_VF47_16	LILT_VF50_16	LILT_VF55_T017	LILT_VF56_16	LILT_VF60_T016	LILT_VF65_16	LILT_VF66_T017	LILT_VF69_16	LILT_VF70_16	LILT_VF71_16	LILT_VF73_16	LILT_VF77_16	LILT_VF82_T016	LILT_VF84_16	LILT_VF90_16	LILT_VF95_16	LILT_VF97_16
Gemella haemolysans	0	0	0	0	0	27233	0	0	0	0	0	0	0	0	16375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3519
Lancefieldella rimae	0	0	0	0	0	18609	0	0	0	0	0	0	0	0	18613	0	0	0	0	0	289522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella dispar	0	0	0	0	0	18609	0	0	15133	0	0	0	8624	7172	29928	0	0	0	0	0	0	0	95564	0	0	0	4321	0	0	0	0	0	0	0	0	0	0	0	1503	0	44764	0	0	0	12928	0	0	0	0	0	0	0	0	0	140545	26958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83027
Lachnoclostridium sp. An118	0	0	0	0	0	14479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus oralis	0	0	0	0	0	13283	0	0	3796	0	0	0	16351	0	112813	0	0	0	0	0	0	0	14642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70059	10460	0	0	0	0	0	0	0	4992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549812
Cloacibacillus porcorum	0	0	0	0	0	7604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232811	75348	0	0	0	0	0	0	0	0	0	22558	0	0	0	0	0	135934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39475	0	0	0	0
Corynebacterium durum	0	0	0	0	0	6790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella atypica	0	0	0	0	0	6735	0	23718	77071	0	0	0	5678	15901	25111	0	0	0	0	0	0	0	55399	0	0	0	142323	0	0	0	0	16715	0	0	0	0	0	0	0	0	22553	0	0	0	0	0	0	0	0	0	0	0	0	0	177214	35066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34386	0	87586
Dorea sp. CAG:317	0	0	0	0	0	6687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126849	0	0	34347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4472	0	0	0	0	0	0	0	0	0	0
Streptococcus infantis	0	0	0	0	0	3656	0	0	0	0	0	0	0	0	122010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63510
Faecalicoccus pleomorphus	0	0	0	0	0	2818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella histicola	0	0	0	0	0	2703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus australis	0	0	0	0	0	2381	0	0	0	0	0	0	0	0	61963	0	0	0	0	0	0	0	7496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128008	35018	0	0	0	0	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11128
Mogibacterium diversum	0	0	0	0	0	2235	0	0	0	0	0	0	0	0	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus mitis	0	0	0	0	0	2101	0	0	4290	0	0	0	0	0	22907	0	0	0	0	2326	0	0	8490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64576	9109	0	0	0	0	0	0	0	5969	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	61180
Actinomyces sp. HMSC035G02	0	0	0	0	0	1014	0	0	6267	0	0	0	0	0	2665	0	0	0	0	5290	0	0	1397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7643	0	0	0	0	0	0	0	0	0	16020	3989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7124	0	0
Propionibacterium acidifaciens	0	0	0	0	0	887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. A12	0	0	0	0	0	771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60480
Veillonella infantium	0	0	0	0	0	759	0	0	5122	0	0	0	0	0	18962	0	0	0	0	0	0	0	37667	0	0	0	2705	0	0	0	0	0	0	0	0	0	0	0	0	0	9197	0	0	2855	0	0	0	0	0	0	0	0	0	0	83978	8146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10658
Gemella morbillorum	0	0	0	0	0	711	0	8598	0	0	0	0	0	0	0	0	0	0	0	0	108336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4320	0	0	0	0	1920	0
Cutibacterium acnes	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45969	0	0	0	9431	0	0	0	5943	69498	170775	0	0	12379	13430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5972	0	0	0	14224	0	0	3255	0	0	0	3273	0	0	0	0	0	0	0	0	0
Lactobacillus delbrueckii	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39754
Blautia hydrogenotrophica	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9449	31323	0	0	0	0	0	0	0	0	0	1296	0	0	0	0	0	0	0	0	0	0
Phascolarctobacterium sp. CAG:266	0	0	0	0	0	0	6852863	29036	0	0	0	46549	0	0	0	0	0	0	0	0	0	0	0	0	0	1026652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386126	88125	0	0	946410	11462	0	0	0	0	404666	0	0	1858764	0	0	0	0	0	0	241851	114068	0	0	0	0
Firmicutes bacterium CAG:170	0	0	0	0	0	0	1906545	74809	0	0	0	0	0	2551893	0	0	0	33131	0	0	0	1608155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44116	0	0	167881	0	0	0	18195	0	0	0	0	0	0	0	0	0	23384	0	417390	95622	0	499945	0	0	0
Phocaeicola salanitronis	0	0	0	0	0	0	1805140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus sp. CAG:403	0	0	0	0	0	0	1671474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1685707	0	910722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405496	0	0	0	0	0
Flavonifractor sp. An100	0	0	0	0	0	0	63024	0	0	0	0	0	0	0	0	0	0	0	38018	0	0	5330	0	0	0	0	0	0	0	0	0	4770	0	0	0	0	0	0	2475	0	0	0	0	0	0	66234	1753	0	0	0	0	0	0	0	0	0	0	6798	0	0	0	16313	0	0	0	5755	0	0	0	0	0	0	0	0	0	0	5326	0	0	0
Comamonas kerstersii	0	0	0	0	0	0	23520	0	0	0	0	0	39035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247409	23194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. CAG:167	0	0	0	0	0	0	21064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19966	0	0	0	0	0	0	0	0	0	0	243748	651115	0	0	51276	51034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42302	0	0	0	0	0	0	0	0	0	0	0	0	34421	159637	0	0	0	0	0
Parascardovia denticolens	0	0	0	0	0	0	6619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella sp. CAG:520	0	0	0	0	0	0	0	11504743	0	0	0	0	640851	0	344064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6622359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4454	0	0	0	0	0
Prevotella sp. CAG:5226	0	0	0	0	0	0	0	1449870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2351773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella stercorea	0	0	0	0	0	0	0	1064958	0	0	0	0	34228	0	21627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17724764	0	434179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51674598	0	0	0	0	0
Blastocystis sp. subtype 1	0	0	0	0	0	0	0	454101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663627	0	0	0	0	0
Bifidobacterium catenulatum	0	0	0	0	0	0	0	427962	5492848	366369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1202	0	0	41158	0	0	0	0	0	0	0	0	0	0	0	0	77145	0	0	0	0	0	0	0	0	0	0	1206227	0	0	0	0	0	0	0	0	0	45828	0	493217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister succinatiphilus	0	0	0	0	0	0	0	175809	0	0	0	0	0	199850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	807984	0	0	0	0	0	0	0	0	0
Ruminococcus sp. CAG:579	0	0	0	0	0	0	0	128808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3120102	0	0	0	0	0
Parvimonas micra	0	0	0	0	0	0	0	59317	0	0	0	0	0	0	41495	0	507	0	0	0	171814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrionaceae bacterium	0	0	0	0	0	0	0	34231	0	0	0	0	1582175	0	0	0	0	0	0	0	0	591792	0	0	0	219381	0	0	142778	451748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290606	297274	0	0	0	0	0	287247	0	0	0	0	0	0	0	0	0	0	0	0
Leclercia adecarboxylata	0	0	0	0	0	0	0	29542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solobacterium moorei	0	0	0	0	0	0	0	18500	0	0	0	0	0	0	0	0	0	0	0	0	42048	0	0	0	0	0	0	0	15439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7556	0	0	0	0	0
Propionibacterium freudenreichii	0	0	0	0	0	0	0	7505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitsuokella jalaludinii	0	0	0	0	0	0	0	5311	0	0	9170	0	0	0	0	0	108980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18959	0	0	0	670279	0	0	0	0	0	0	0	0	0	76580	0	0	0
Mitsuokella multacida	0	0	0	0	0	0	0	4811	0	0	1919738	0	186125	0	0	0	16592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	690187	0	0	0	0	0	0	0	0	0	1027	0	0	0
Aeriscardovia aeriphila	0	0	0	0	0	0	0	4032	0	0	0	0	0	0	0	0	0	0	0	2746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2195	0	0	0	0	0	3804	0	0	0	0	0	0	0	0	0	0	0	0	0	4791	0	0	0	0	0	0	0	0	0
Haemophilus sp. HMSC71H05	0	0	0	0	0	0	0	3293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11370	0	0	0	0	0	0	0	0	0	7887	0	0	0	0	0	0	0	248243	0	17147	0	0	0	0	0	0	7163	0	1325948
Firmicutes bacterium CAG:238	0	0	0	0	0	0	0	2211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102042	0	0	0	0	0
Paraprevotella clara	0	0	0	0	0	0	0	1978	0	0	15760	0	0	0	0	0	0	0	0	0	0	83290	0	0	0	0	0	7329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3907	0	3885	0	0	0	15061	0	0	0	0	0	0	0	0	0	0	0	0	0	29538	0	0	0	0	23592	77387	0	0	0
Dialister sp. CAG:357	0	0	0	0	0	0	0	0	2566846	0	0	127930	0	0	0	0	0	544442	0	0	0	0	660595	6727328	0	0	0	0	0	0	7636173	0	0	0	0	0	0	0	0	1873367	3275255	0	0	8697538	11979108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium breve	0	0	0	0	0	0	0	0	2025181	0	0	0	0	0	0	0	0	0	0	34241157	2018	0	185809	0	0	0	0	0	0	0	0	0	0	0	0	139060	0	0	0	0	0	0	0	0	3255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15432	0	0	0	0	0	0	0
Megasphaera elsdenii	0	0	0	0	0	0	0	0	1475560	0	0	0	29782	0	0	0	0	0	0	0	0	0	0	0	287834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricicoccus pullicaecorum	0	0	0	0	0	0	0	0	42410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16468	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus gordonii	0	0	0	0	0	0	0	0	41005	0	0	0	2745	0	260596	0	0	0	0	0	0	0	8812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224096	33012	0	0	0	0	7438	0	0	977	0	0	0	0	0	0	0	0	0	0	0	0	5661	0	0	7249
Alloscardovia omnicolens	0	0	0	0	0	0	0	0	25157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6785	958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5123	0	0	0	0	0	0	0	0	0
Streptococcus cristatus	0	0	0	0	0	0	0	0	22128	0	0	0	0	0	53732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides intestinalis	0	0	0	0	0	0	0	0	19554	0	0	0	0	0	0	0	0	0	4513	0	0	0	0	0	0	0	921344	0	1225342	264088	0	0	0	0	0	0	0	0	0	0	0	1004180	0	0	0	0	169045	0	0	0	0	184023	0	814128	0	0	80000	0	128798	0	0	1572249	0	292336	0	0	0	0	0	6569	0	0	0	0	0	0	704053	0	0	0
Streptococcus vestibularis	0	0	0	0	0	0	0	0	12832	0	0	0	32581	0	0	0	0	0	0	0	0	0	1267456	0	0	0	0	0	0	0	19482	0	0	0	0	21338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus parainfluenzae	0	0	0	0	0	0	0	0	9985	0	0	0	0	0	378373	0	0	0	0	15589	0	0	69101	0	0	0	12399	0	0	0	0	21286	0	0	0	20637	0	1094	0	0	65308	0	0	21571	25163	0	0	0	0	0	0	0	0	0	159827	60238	0	0	0	0	6307	0	9494	196725	0	0	0	0	423506	0	66405	0	0	0	36308	0	8894	0	0	988862
[Clostridium] methylpentosum	0	0	0	0	0	0	0	0	7021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6416	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	2119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limosilactobacillus fermentum	0	0	0	0	0	0	0	0	5447	0	0	0	0	0	0	0	0	0	0	0	0	0	534376	0	0	0	0	0	0	7160	5819376	0	0	0	20513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4055	0	0	0	0	0	0	0	0	0
Streptococcus thermophilus	0	0	0	0	0	0	0	0	4771	0	0	0	4258	0	0	0	0	0	0	0	0	0	83018	0	0	0	0	0	0	0	0	0	0	0	0	26665	1390	3111	0	0	2263	7810	0	2066	0	0	0	0	0	0	0	0	0	0	2716153	337631	0	0	0	0	2248	0	0	30748	0	0	0	0	0	0	0	0	0	0	0	0	3462	0	0	14548
Clostridium disporicum	0	0	0	0	0	0	0	0	3861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	845	0	0	0	0	0
Actinomyces oris	0	0	0	0	0	0	0	0	3276	0	0	0	0	0	0	0	0	0	0	3995	0	0	0	0	0	0	0	0	0	0	39016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales bacterium CHKCI006	0	0	0	0	0	0	0	0	2535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Clostridium] spiroforme	0	0	0	0	0	0	0	0	1651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces sp. ICM47	0	0	0	0	0	0	0	0	624	0	0	0	0	0	4102	2098	0	0	0	1012	0	0	0	0	0	0	0	0	0	0	25932	0	0	0	0	0	0	0	0	0	0	0	0	0	4042	0	0	0	0	0	0	0	0	0	6319	0	0	0	0	0	0	0	0	1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10498
Actinomyces viscosus	0	0	0	0	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides sp. D2	0	0	0	0	0	0	0	0	0	103656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Holdemanella biformis	0	0	0	0	0	0	0	0	0	95258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16725	0	0	0	0	0
Lactobacillus paragasseri	0	0	0	0	0	0	0	0	0	70157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus gasseri	0	0	0	0	0	0	0	0	0	33566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15971	0	0	0	1249	6253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia kristinae	0	0	0	0	0	0	0	0	0	15396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
